Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C437,I'm in a glowing lake where I look away.,Water emergency / drowning,"Cherokee County, Georgia",Concerned,0.59,in,None detected,911_first6sec/call_467_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Car in water,"– In Dec. 2014 a woman in Cherokee County (Geo.) was delivering newspapers at 4:15 a.m. when her car ran into a pond. She dialed 911 and talked to a dispatcher for about one minute before her cellular phone died. The woman gave her location, but it wasn’t listed in CAD. Read more"
C438,I think it's murder. What makes you think that? Because,Homicide / death investigation,Arizona,Distressed,0.66,Unknown,None detected,911_first6sec/call_468_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,dial 911,"Murder – In Jan. 2015 a man stabbed his 12 year-old brother to death, walked to a Circle K and used a stranger’s cellular phone to"
C439,So under in my husband's head eyes are rolling back. He is just not breathing.,Medical emergency,California,Concerned,0.53,Unknown,not breathing,911_first6sec/call_469_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,CPR 911 call,"– In Dec. 2013 a woman dialed 911 when her husband went unconscious, and reached a Monterey (Calif.) EMS dispatcher Sandra Hamlton, who gave the woman CPR instructions. Read more"
C440,I just received a call for a few minutes ago from one of our VP's who states that he's,Burglary / robbery / intruder,"New Britain, Connecticut",Concerned,0.47,Unknown,None detected,911_first6sec/call_470_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,bomb bank robbery,"– In Feb. 2015 robbers invaded a bank executive’s home in New Britain (Conn.), held the family hostage, and strapped a device to the executive, saying it was a bomb. The man managed to dial 911 for help."
C441,There's a Dig Man at the park 31st Avenue in Valmont.,Animal attack,"the park 31st Avenue, Arizona",Concerned,0.49,Unknown,None detected,911_first6sec/call_471_0.wav,Metadata,0.79,Transcript + metadata state,0.9,Transcript + incident context,Dog attack on 911,"– In Nov. 2008 a Phoenix woman was attacked and mauled by two pit bull dogs. A passerby dialed 911 to report that a “man” was being attacked, and that the dogs had pulled off all his clothes. The 911 includes the officers arriving and shooting the dogs. Victim Carol Corona recovered with serious arm injuries."
C442,"Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes",Shooting / gun violence,"Riverside County, California",Concerned,0.63,Unknown,None detected,911_first6sec/call_472_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Shopping mall shooting,"– In Nov. 2008 two women at a Palm Desert (Calif.) Toys R Us became involved in a dispute. At some point their two husbands joined the dispute, and one pulled a handgun and shot the other. Someone dialed 911 and reached the Riverside County sheriff’s comm center."
C443,There has been four done for us. Close to a second. And it doesn't fail.,Shooting / gun violence,North Carolina,Concerned,0.63,Unknown,None detected,911_first6sec/call_473_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Officer shooting,"– In Dec. 2008 a Fayetteville (NC) officer responded to 911 calls of hearing loud reports. Shortly after arriving, he radioed for EMS for a suspect who had been shot, and who later died."
C444,"Oh, and I cut my wife. Oh, we're gonna dance up and I think she gets. I want you at the address.",Homicide / death investigation,"Warren County, New Jersey",Distressed,0.66,Unknown,None detected,911_first6sec/call_474_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Murder victim,"– In Dec. 2008 a Warren County (NJ) woman found her father, Arthur Seiple on the floor of his condo, and dialed 911 to report he was all bloody. During the call Berit Osborne discovered that his throat was slashed, and said he had been murdered. Rachel Atkinson, 26, has been arrested for the murder."
C445,"We just found the body of a baby, my grandson.",Missing person / abduction,North Carolina,Concerned,0.56,Unknown,None detected,911_first6sec/call_475_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Baby reported dead,– In Nov. 2008 a Garner (NC) woman dialed 911 to report that the family had found her toddler grandson dead inside the apartment closet of her son. The baby had been reported missing weeks earlier. The mother was arrested as a suspect. Read more
C446,I would have brought behind him and his brother-in-law went off and I called down there because I was saying this.,Shooting / gun violence,"Lincoln County, North Carolina",Concerned,0.63,Unknown,None detected,911_first6sec/call_476_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Burglar is shot,"– In Dec. 2008 a Vale (NC) resident saw a burglary at the nearby Randy Willis Grocery, called the store owner, and then dialed 911 when she saw Willis arrive and encounter the two burglars. Willis shot and killed one suspect, and his son also dialed 911 to report the shooting to Lincoln County 911 on this logging tape."
C447,We have a different us counting utilities emergency this back we found a human skull. Oh my gosh.,Missing person / abduction,"Orange County, Florida",Concerned,0.56,Unknown,emergency,911_first6sec/call_477_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Worker finds skull,"– In Dec. 2008 a utility worker in Orange County (Fla.) dialed 911 after he discovered a human skull inside a plastic bag, about 1/4-mile away from the home of Caylee Anthony, a 3 year-old girl who has been missing for several months. Orange County sheriff’s deputies had already arrested her mother Casey Anthony based on circumstantial evidence in the high-profile case."
C448,I don't want to want to emergency. I need a police to come to my...,Shooting / gun violence,"West Palm Beach, Florida",Concerned,0.63,Unknown,emergency; police,911_first6sec/call_478_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Woman murdered,"– In Dec. 2008 Gloria Williams dialed 911 in West Palm Beach (Fla.) to say that her daughter’s ex-boyfriend was in violation of a restraining order by coming to their apartment, and that he was threatening them with a gun. Daughter Laronda Becker came on the phone, and within 4 minutes Reginald Johnson forced his way into the room and shot Becker to death, and then shot himself (not fatally). Listen to the timing and content of the calltaker’s questions. Read about the incident"
C449,Hello? Like that in my uncle just got shot. Okay. I don't know how to let go. Two people shot it this time.,Shooting / gun violence,Florida,Concerned,0.63,Unknown,shot,911_first6sec/call_480_0.wav,Transcript + metadata,0.72,Metadata state,0.72,Transcript + incident context,Shop owners shot,"– In Dec. 2008 a Gulfport (Fla.) convenience store was robbed by two hooded suspects, and two employees were shot in front of a trio of their children. The 11 year-old son of the store owner dialed 911 for help in this 911 call."
C450,"on the side of the dive. And you can tell my little cousin right now. Okay, can you tell us?",Building fire,California,Concerned,0.59,Unknown,right now,911_first6sec/call_481_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Shooting &amp; arson fire,"– In Dec. 2008 Bruce Pardo dressed as Santa Claus and drove to his ex-wife’s home, knocked on the door and began shooting the occupants attending a family holiday party. He also sprayed flammable liquid from a device, setting the house on fire. Nine persons were killed, and Pardo then drove to his brother’s house and fatally shot himself. Covina PD released logging tapes of the 911 calls describing what had happened."
C451,We're gonna be my brother. He was playing like gluten. I went this gun and he ain't...,Shooting / gun violence,North Carolina,Concerned,0.63,Unknown,gun,911_first6sec/call_482_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Child accidentally shot,"– In Dec. 2008 a 3 year-old Raleight (NC) boy was accidentally shot as he played with his father’s handgun. Eric Hinton was jailed on involuntary manslaughter and gun charges in the death of his son Pharrell Hinton. The child’s brother dialed 911, but quickly handed the phone to Eric Hinton."
C452,My brother's drowning. Where are you at? I don't have a hat.,Medical emergency,Kansas,Concerned,0.53,Unknown,None detected,911_first6sec/call_483_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Icy pond rescue,– In Dec. 2008 10 year-old Anthony Akins-Bomhoff fell through the ice at a Topkea (Kan.) park pond while trying to retrieve a remote control airplane. His 7 year-old brother grabbed a cellular phone to dial 911 for help. Anthony was rescued and was successfully treated at a hospital.
C453,"My god, my girlfriend is here today. Call him out, sir. He'll breathe it.",Homicide / death investigation,"Putnam County, Florida",Distressed,0.66,Unknown,None detected,911_first6sec/call_484_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Murder 911 call,"– In Dec. 2008 Putnam County (Fla.) sheriff’s deputies arrested Clint Horvatt for the murder of his wife-to-be. He claimed she was killed during a roadside robbery attempt, but deputies later learned he hired another man to kill his fiancé, and that he buried the couple’s wallet and purse in his back yard. They say he lied when he called 911 to report the incident and made up the information he gave to the dispatcher."
C454,"We have a gunshot wound accidental in the household. Okay, how old?",Shooting / gun violence,"LaPorte County, Indiana",Concerned,0.63,Unknown,None detected,911_first6sec/call_485_0.wav,Transcript + metadata,0.75,Metadata description,0.76,Transcript + incident context,Accidental shooting,"– In Dec. 2008 LaPorte County (Ind.) prosecutor Jennifer Evans was grazed by a bullet accidentally fired while she and her husband were handling a firearm. She was struck in the head but wasn’t seriously injured. The two were retrieving guns they had hidden from a babysitter and their children when they went out for the evening. The first call is from the husband, and the second call is the dispatcher calling him back."
